단지명,전용면적(㎡),층,건축년도,도로명,면적당 단가(만원),아파트 나이,계약일자,alpha
신림푸르지오,138.64,17,2005,남부순환로 1430,807.8476630121178,15,2020-11-17,1.0
예다움,84.67,3,2004,자양로53길 33,588.1658202432975,16,2020-11-17,1.0
올림픽선수기자촌2단지,148.77,5,1988,양재대로 1218,1781.2731061369898,32,2020-11-17,0.0
롯데캐슬로잔,239.484,10,2009,평창문화로 156,686.8934876651467,11,2020-11-17,1.0
신대길파크하임,84.79,6,2004,양재대로 1500-25,825.5690529543577,16,2020-11-17,0.9333333333333333
포스코더샵,59.96,10,2007,장승배기로4길 9,1827.8852568378918,13,2020-11-17,1.0
(745-38),57.42,1,1997,구로동로18길 30-12,313.4796238244514,23,2020-11-17,0.46666666666666656
현대(관악),116.72,15,1992,관악로 304,790.7813570938999,28,2020-11-17,0.2972954412424864
현대,72.33,5,1988,구로중앙로18길 68,822.6185538504079,32,2020-11-17,0.0
신아굿모닝,73.5,7,2009,연서로5길 32,448.9795918367347,11,2020-11-17,1.0
석촌동효신아파트,60.96,5,2011,석촌호수로18길 8-52,787.4015748031496,9,2020-11-17,1.0
월가타워,15.49,9,2013,마들로11가길 6-25,693.9961265332472,7,2020-11-17,1.0
신현대12차,121.18,12,1982,압구정로 151,2599.4388512955934,38,2020-11-17,0.0
한신타워,84.93,17,1996,잠원로3길 8,2413.7525020605203,24,2020-11-17,0.9287712379549447
삼보스위트홈,138.44,3,2004,천장산로9길 56,545.3626119618607,16,2020-11-17,0.9333333333333333
미성빌라트,48.04,5,1995,도림로12길 15-11,370.5245628642798,25,2020-11-17,0.33333333333333326
광진코지웰,18.57,5,2014,능동로19길 35,1362.412493268713,6,2020-11-17,1.0
한강자이에클라트,68.59,25,2006,이촌로 1,1355.8827817466101,14,2020-11-17,1.0
태영으뜸(데시앙),66.09,10,1998,세검정로3길 63,844.3032228778937,22,2020-11-17,0.6191808253032967
잠실포스코더샵,84.92,6,2004,백제고분로 188,1307.1125765426284,16,2020-11-17,1.0
새진(1653-10),43.45,6,2003,인헌1길 59,798.6191024165707,17,2020-11-17,0.8666666666666667
삼웅아파트2동,101.04,7,1996,마장로46길 18,668.0522565320665,24,2020-11-17,0.4643856189774723
방배우성,84.99,5,1991,방배선행길 1,1906.1066007765621,29,2020-11-17,0.14406426982957873
강변한솔솔파크,84.69,3,2005,양천로63길 38,1127.641988428386,15,2020-11-17,1.0
삼형.그레이스빌,107.96,6,2001,등촌로 91,773.4346054094109,19,2020-11-17,0.7333333333333334
둔촌역청구,59.87,3,1999,풍성로 196,1344.5799231668616,21,2020-11-17,1.0
펜트라우스,104.29,17,2011,백범로 205,1438.297056285358,9,2020-11-17,1.0
양우,79.4198,6,2002,노원로30길 81,843.6183420255403,18,2020-11-17,1.0
목동우성3,114.89,1,1999,목동남로4길 20,789.4507790060057,21,2020-11-17,0.9965784284662088
두산,84.9,8,1999,지봉로5길 7,1071.849234393404,21,2020-11-17,1.0
박석고개1단지힐스테이트(116~131동)BL2-1,59.63,11,2009,진관1로 21-10,1333.2215327855106,11,2020-11-17,1.0
풍림지오빌,32.95,6,2002,테헤란로5길 36,1001.5174506828528,18,2020-11-17,1.0
천연뜨란채,55.82,11,2006,독립문로8길 54,1289.8602651379433,14,2020-11-17,1.0
창건애드웰,84.69,1,2006,양산로 56,791.120557326721,14,2020-11-17,1.0
송파파크데일2단지,114.91,10,2011,성내천로47길 38,1166.1300147941868,9,2020-11-17,1.0
묵동자이(1단지),111.32,33,2010,숙선옹주로 6-9,943.2267337405677,10,2020-11-17,1.0
상록,49.02,4,1997,숭문길 106,1529.9877600979191,23,2020-11-17,0.8883828151467741
신동아4,28.4,12,1999,명일로 260,1003.5211267605634,21,2020-11-17,0.6000000000000001
서초푸르지오써밋,104.11,7,2017,서운로 212,2574.200364998559,3,2020-11-17,1.0
선경1차(1동-7동),136.68,7,1983,삼성로 151,2560.7257828504535,37,2020-11-17,0.0
수성예술,82.5,2,1993,선유로51길 32,593.939393939394,27,2020-11-17,0.19999999999999996
삼성동씨엘케이,99.47,3,2002,학동로 410,1558.2587714888912,18,2020-11-17,0.8
보라매갑을,74.7,17,2003,관천로24길 3,856.760374832664,17,2020-11-17,1.0
경남,84.9,13,1995,가좌로7나길 35,677.2673733804476,25,2020-11-17,0.46789248700960057
월드메르디앙,59.7,16,2004,양천로71길 38,1348.4087102177555,16,2020-11-17,0.9333333333333333
로미아트빌,102.5,1,2003,승방3나길 1,614.6341463414634,17,2020-11-17,0.8666666666666667
롯데캐슬아이비,219.82,31,2005,국제금융로 86,950.7779091984352,15,2020-11-18,1.0
길음뉴타운7단지(두산위브),84.99,1,2010,길음로13길 22,1200.141193081539,10,2020-11-18,1.0
개포자이,168.42,20,2004,개포로109길 69,1425.0089063056646,16,2020-11-18,1.0
신안,108.35,4,1993,양천로30길 123-9,904.4762344254731,27,2020-11-18,0.28073549220576033
전농동신성미소지움,112.874,12,2005,서울시립대로 75,1036.5540337012953,15,2020-11-18,1.0
서초래미안,96.87,5,2003,서초대로65길 13-10,2116.2382574584494,17,2020-11-18,1.0
태승훼미리아파트5차,61.35,5,2010,강서로45길 49-4,953.5452322738386,10,2020-11-18,1.0
가우디트윈캐슬1,48.31,11,2016,한천로24길 74-7,714.1378596563858,4,2020-11-18,1.0
문래금호어울림,84.99,8,2006,문래로 137,1341.3342746205437,14,2020-11-18,1.0
트리마제,35.4442,8,2017,왕십리로 16,3949.870500674299,3,2020-11-18,1.0
퍼시픽맨션골드,176.4,2,2003,녹사평대로42길 27,634.9206349206349,17,2020-11-18,0.8666666666666667
상림마을6단지푸르지오(606~614동)BL1-7,84.79,5,2008,진관4로 100,1014.2705507724967,12,2020-11-18,1.0
성용,58.23,1,1994,창신4가길 40-3,515.1983513652757,26,2020-11-18,0.2666666666666666
광남,84.09,3,2003,백제고분로50길 14,772.9813295278867,17,2020-11-18,0.8666666666666667
당산계룡리슈빌2단지,42.02,8,2014,양산로25길 8,1642.0752022846264,6,2020-11-18,1.0
광진파크프라이빗,51.01,4,2020,구의로16길 28-1,1097.8239560870418,0,2020-11-18,1.0
우림루미아트,59.98,5,2004,선유로33길 23,1325.4418139379793,16,2020-11-18,1.0
신한양아파트,83.85,3,2002,동일로173가길 140,512.8205128205128,18,2020-11-18,1.0
건영아파트,59.94,13,1998,동일로173가길 145,825.8258258258259,22,2020-11-18,1.0
독산주공14단지,84.79,15,1990,한내로 69-54,790.1875221134567,30,2020-11-18,0.0
리치캐슬아파트,83.22,6,2003,성균관로14길 19,696.9478490747416,17,2020-11-18,0.8666666666666667
서초아트자이,165.5725,11,2009,반포대로 58,1346.8420178471667,11,2020-11-18,1.0
백운한비치Ⅱ,59.213,11,2008,금하로23길 52,878.1855335821525,12,2020-11-18,1.0
신촌다올노블리움,20.13,4,2017,백범로1길 83,1192.2503725782415,3,2020-11-18,1.0
(744-21),33.8,5,1996,구로동로20길 46-2,384.61538461538464,24,2020-11-18,0.5999999999999999
신원2,84.99,13,1998,해등로 190,581.2448523355689,22,2020-11-18,0.7486279792153613
원능한빛,78.09,4,2003,남부순환로73길 16,557.0495582020745,17,2020-11-18,1.0
광남캐스빌(198-4),83.99,3,2003,광나루로54길 13,833.4325514942255,17,2020-11-18,0.8666666666666667
산호,100.56,12,1977,원효로 66,1690.533015115354,43,2020-11-18,0.0
벽산타운II,79.28,5,2003,구암5가길 49,946.0141271442986,17,2020-11-18,1.0
한솔,114.98,2,1997,갈현로23길 41,556.6185423551922,23,2020-11-18,0.8364912501682695
강남데시앙포레,101.81,5,2014,광평로34길 55,1522.4437678027698,6,2020-11-18,1.0
강변한솔솔파크,84.73,5,2005,양천로63길 38,1192.0217160391833,15,2020-11-18,1.0
목동신시가지2,138.69,1,1986,목동서로 70,1687.2160934458145,34,2020-11-18,0.0
프라임빌라트,131.72,4,2003,서래로 5,948.9826905557243,17,2020-11-18,0.8666666666666667
(747-34),49.11,4,2000,도림로3길 35-5,346.16167786601505,20,2020-11-18,1.0
래미안공덕5차,84.851,12,2011,마포대로 167,1885.658389412028,9,2020-11-18,1.0
신반포17,80.4,5,1983,나루터로4길 49,2972.636815920398,37,2020-11-18,0.0
건양,29.34,1,2002,개봉로17나길 16,211.3156100886162,18,2020-11-18,0.8
관악산휴먼시아1단지,59.96,7,2008,난곡로 30,997.3315543695797,12,2020-11-18,1.0
보라매길성그랑프리텔,84.99,7,2005,여의대방로29길 10,958.9363454524063,15,2020-11-18,1.0
한효,74.1,1,1985,중앙로5길 24,809.7165991902834,35,2020-11-18,0.0
(746-14),49.64,1,1996,구로동로8길 22,410.958904109589,24,2020-11-18,0.3999999999999999
푸른숲,66.18,3,2011,백련산로 91-5,491.0849199153822,9,2020-11-18,1.0
한신플러스C,84.95,14,2004,동소문로15길 99,1035.9034726309594,16,2020-11-18,1.0
목동신시가지7,74.12,4,1986,목동로 212,2361.036157582299,34,2020-11-18,0.0
상계주공4(고층),62.1,23,1988,동일로214길 21,1159.4202898550725,32,2020-11-18,0.0
고덕주공9,83.34,10,1985,상암로 251,1486.6810655147588,35,2020-11-18,0.0
삼익가든,57.01,2,1984,상암로 224,1526.0480617435537,36,2020-11-18,0.0
디큐브시티,125.36,27,2011,경인로 662,1196.553924696873,9,2020-11-18,1.0
홍제센트럴IPARK,84.9206,8,2018,통일로 395,1471.9632221157176,2,2020-11-18,1.0
한신(개포),52.72,8,1985,언주로 123,3376.327769347496,35,2020-11-18,0.0
이튼타워리버1차,84.26,22,2006,능동로 68,1602.1837170662236,14,2020-11-18,1.0
씨티아모리움,17.4395,3,2012,상도로62길 81-1,1118.1513231457325,8,2020-11-18,1.0
올림픽카운티,38.7,9,2003,백제고분로 497,723.5142118863049,17,2020-11-18,1.0
해오름,84.66,5,2004,서오릉로20길 17,363.80817387195845,16,2020-11-18,1.0
라이프101동(544)102동(544-1),84.71,6,1993,풍성로65길 29,873.5686459685988,27,2020-11-18,0.33219280948873614
현대,84.55,2,1995,공항대로45길 24,816.0851567120047,25,2020-11-18,0.33333333333333326
거성,79.17,4,1988,개봉로15길 91,423.1400783124921,32,2020-11-19,0.0
길음뉴타운7단지(두산위브),59.99,17,2010,길음로13길 22,1471.9119853308885,10,2020-11-19,1.0
우림카이저팰리스,84.52,10,2008,종암로 132,893.2796971131094,12,2020-11-19,1.0
우정아파트,110.2786,2,2002,상봉중앙로1다길 21,675.561713696039,18,2020-11-19,1.0
강남한양수자인(4단지),101.51,3,2014,자곡로 260,1719.042458871047,6,2020-11-19,1.0
남서울,42.98,5,1977,신길로 108,2187.063750581666,43,2020-11-19,0.0
삼성,126.24,6,2003,화곡로61길 49,419.83523447401774,17,2020-11-19,0.8666666666666667
장안삼성쉐르빌,98.5,9,2002,장한로 119,624.3654822335026,18,2020-11-19,1.0
동일스카이,82.69,1,2010,보국문로30길 34,328.9394122626678,10,2020-11-19,1.0
개나리래미안,84.93,16,2006,역삼로 306,3037.795831861533,14,2020-11-19,1.0
e-편한세상,84.675,19,2005,선릉로69길 20,2940.6554472984944,15,2020-11-19,1.0
에이원A동,33.12,4,2005,까치산로14길 26-10,510.26570048309185,15,2020-11-19,1.0
청솔,69.34,6,2002,오금로 550,1153.7352177675223,18,2020-11-19,0.8
지고하임(102동),73.17,1,2003,강남대로136길 40,1209.5120951209512,17,2020-11-19,0.8666666666666667
녹천역두산위브아파트,59.7828,3,2017,마들로5길 25,1087.2692480111336,3,2020-11-19,1.0
창동한신휴플러스(621-69),120.7,6,2002,도봉로110다길 5,675.2278376139188,18,2020-11-19,0.8
두산,134.97,10,1998,화랑로48길 16,777.950655701267,22,2020-11-19,1.0
한신휴플러스그린파크,59.69,3,2010,답십리로38길 14,1289.9983246775005,10,2020-11-19,1.0
동아3,164.82,3,2000,신도림로 78,816.0417425069774,20,2020-11-19,1.0
문래금호어울림,84.97,12,2006,문래로 137,1359.3032835118277,14,2020-11-19,1.0
성동리버뷰,58.32,1,2004,동일로43길 21-1,663.5802469135803,16,2020-11-19,1.0
청솔(시영7),59.22,1,1989,공릉로59길 25,861.1955420466059,31,2020-11-19,0.0
태진한솔,84.97,9,1994,공항대로71길 54,1055.6667058961987,26,2020-11-19,0.585642323037168
방배대우멤버스카운티(809-17),109.73,5,2003,방배로34길 20,1357.8784288708648,17,2020-11-19,0.8666666666666667
DMC자이1단지,116.92,6,2009,수색로 217,932.26137529935,11,2020-11-19,1.0
한보미도맨션2,84.96,6,1985,삼성로 150,2836.629001883239,35,2020-11-19,0.0
한신트리플,43.93,12,2004,방배로33길 29,1115.410880946961,16,2020-11-19,1.0
창동한승미메이드,59.9543,5,2004,덕릉로60길 164-13,767.2510562211551,16,2020-11-19,1.0
보람,84.97,4,2004,월정로16길 38,576.6741202777451,16,2020-11-19,0.9333333333333333
(743-26),57.66,3,1988,구로동로20길 41-15,260.1456815816858,32,2020-11-19,0.0
위례24단지(꿈에그린),54.12,12,2013,위례광장로 121,1940.1330376940134,7,2020-11-19,1.0
(798-24),49.03,4,1998,디지털로27길 120-9,387.5178462166021,22,2020-11-19,0.7486279792153613
개화산경남아너스빌,67.06,1,2007,양천로14가길 23,820.1610498061438,13,2020-11-19,1.0
대우디오빌,59.505,22,2002,언주로 427,1176.3717334677758,18,2020-11-19,1.0
마포트라팰리스2차,104.89,9,2008,마포대로 201,1220.3260558680522,12,2020-11-19,1.0
금호2,59.96,5,1998,신림로3가길 7,997.3315543695797,22,2020-11-19,0.8000000000000002
강림월드타운,66.59,3,2002,성암로7길 14,638.2339690644241,18,2020-11-19,1.0
우방아파트,55.32,7,2002,성내천로 211,1238.2501807664498,18,2020-11-19,1.0
남성,58.52,9,1983,경인로77길 21,1242.3103212576896,37,2020-11-19,0.0
롯데캐슬헤론,169.08,22,2006,동광로1길 112,1094.156612254554,14,2020-11-19,1.0
센트레빌아스테리움서울,131.05,26,2013,한강대로 372,1060.6638687523846,7,2020-11-19,1.0
청구e편한세상,59.88,11,2011,청구로 64,2079.1583166332666,9,2020-11-19,1.0
대치삼성,59.88,2,2000,도곡로78길 22,2989.311957247829,20,2020-11-19,1.0
우방아파트,79.31,6,2002,성내천로 211,1055.3524145757156,18,2020-11-19,1.0
마포웨스트리버태영데시앙,102.709,11,2019,서강로3길 32,1538.326728913727,1,2020-11-19,1.0
현대레이크빌1,199.23,8,1999,석촌호수로 284,747.8793354414496,21,2020-11-19,0.9000000000000001
서초호반써밋,101.0107,23,2013,양재대로2길 109,1682.990019869182,7,2020-11-19,1.0
우물골2단지두산위브(204~208동)BL2-5,59.14,4,2009,진관2로 77,1318.9042948934732,11,2020-11-19,1.0
동일씨티빌,77.4,3,2004,도당로2길 16,413.4366925064599,16,2020-11-19,0.9333333333333333
현대의보아파트,83.95,6,1994,구일로8길 121,627.7546158427635,26,2020-11-20,0.4429237459849815
"현대1차(12,13,21,22,31,32,33동)",161.18,12,1976,압구정로29길 71,2543.739918103983,44,2020-11-20,0.0
경남102동,82.21,2,2008,북아현로6길 15,1518.6716944410657,12,2020-11-20,1.0
태양아파트,82.88,4,2004,성대로6가길 100,494.6911196911197,16,2020-11-20,0.9333333333333333
고려,66.44,4,1983,종암로19다길 42-12,421.4328717639976,37,2020-11-20,0.0
북한산두산위브,118.48,15,2020,홍은중앙로3길 9,860.9047940580689,0,2020-11-20,1.0
갈현건영,82.94,17,2001,갈현로45길 57,385.8210754762479,19,2020-11-20,1.0
잠실한솔,59.86,2,2000,백제고분로 348,1720.6815903775475,20,2020-11-20,1.0
중계그린1단지,39.92,5,1990,섬밭로 285,1002.004008016032,30,2020-11-20,0.0
아그네스풍림아이원,102.88,7,2009,진흥로1길 28,588.0637636080871,11,2020-11-20,1.0
롯데(505),72.49,15,1989,섬밭로 265,1020.8304593737068,31,2020-11-20,0.0
현대(관악),123.29,7,1992,관악로40길 60,892.2053694541324,28,2020-11-20,0.3362929412905635
휘경동일하이빌,84.997,15,2005,장안벚꽃로5길 10,835.3235996564584,15,2020-11-20,1.0
힐탑,69.68,7,2004,문성로 39,512.3421354764638,16,2020-11-20,1.0
장안현대홈타운(336),112.78,11,2003,장안벚꽃로 107,948.749778329491,17,2020-11-20,1.0
코업스타클래스,138.45,14,2010,화랑로 76,827.0133622246299,10,2020-11-20,1.0
포시티,14.855,10,2014,면목로 487,747.2231571861325,6,2020-11-20,1.0
삼익파크맨션,72.3,4,1982,명일로 293,1219.917012448133,38,2020-11-20,0.0
동신,91.6,4,1983,광운로2나길 30,796.943231441048,37,2020-11-20,0.0
이문동웰츠타워,213.674,14,2008,이문로 136,561.6031899061187,12,2020-11-20,1.0
방배1차현대홈타운,114.78,6,1999,서초대로1길 30,1707.6145669977348,21,2020-11-20,1.0
방배임광3차,51.84,2,1988,방배로2길 24-6,1813.2716049382716,32,2020-11-20,0.0
삼유스위트빌,83.66,3,2002,진황도로49길 5,657.4229022232847,18,2020-11-20,1.0
원팰리스,58.7,1,2003,남부순환로351길 23,562.1805792163543,17,2020-11-20,0.8666666666666667
동부골든,71.06,9,1998,고척로 49,728.9614410357444,22,2020-11-20,1.0
마포래미안푸르지오4단지,114.588,15,2014,마포대로 195,1658.1142877090097,6,2020-11-20,1.0
풍산쉐르빌102동,59.63,4,2002,상봉중앙로10길 15,503.1024652020795,18,2020-11-20,0.8
(718-11)경원주택6동,44.55,5,1999,구로동로15길 21-10,325.47699214365883,21,2020-11-20,0.8422064766172814
신림2차푸르지오,114.7143,4,2007,난곡로 66,592.7770121074705,13,2020-11-20,1.0
우성102동,84.97,3,2004,고덕로38길 34-8,591.9736377545016,16,2020-11-20,0.9333333333333333
구로에스케이뷰,84.945,20,2006,새말로 25,894.6965683677674,14,2020-11-20,1.0
동도센트리움,69.17,6,2007,오목로17길 7,834.1766661847622,13,2020-11-20,1.0
(744-15),45.45,4,1996,구로동로18길 35-7,385.03850385038504,24,2020-11-20,0.7400879436282183
대명벨리온,17.684,3,2012,역삼로25길 27,1187.5141370730603,8,2020-11-20,1.0
이튼타워리버5차,84.92,5,2009,능동로4길 40,1754.5925577013659,11,2020-11-20,1.0
(770-29),55.53,4,1998,구로동로22길 92,313.3441383036197,22,2020-11-20,0.5333333333333334
에이스,59.49,8,1997,목동중앙남로 21-15,806.8582955118507,23,2020-11-20,0.46666666666666656
(748-5),53.46,5,1972,구로동로18길 56,346.0531238309016,48,2020-11-20,0.0
삼익그린2차,84.76,7,1984,고덕로 210,1645.8235016517224,36,2020-11-20,0.0
디큐브시티,59.16,7,2011,경인로 662,1580.4597701149426,9,2020-11-20,1.0
한양럭스,103.28,2,2003,테헤란로25길 58,939.1944229279628,17,2020-11-20,1.0
미도빌라A동,55.64,4,1996,디지털로27길 124-41,354.06182602444284,24,2020-11-20,0.3999999999999999
목동트윈빌,169.62,26,2000,목동동로 339,943.284989977597,20,2020-11-20,1.0
방신서광,100.6502,1,2003,양천로14길 17,601.0917017551877,17,2020-11-20,1.0
상계주공6(고층),59.28,14,1988,노해로 508,1163.9676113360324,32,2020-11-20,0.0
강서뉴타워,78.93,11,2013,화곡로18길 24,766.5019637653617,7,2020-11-20,1.0
강동큐브,12.49,9,2013,천호대로175길 16,760.6084867894315,7,2020-11-20,1.0
미성,98.32,3,1985,풍성로 14,1108.624898291294,35,2020-11-20,0.0
한신,107.46,3,1985,선유서로 43,883.1193002047274,35,2020-11-20,0.0
우림루미아트,111.15,5,2005,봉은사로81길 8,1349.5276653171388,15,2020-11-20,1.0
우물골2단지두산위브(223~244동)BL2-7,134.39,4,2010,진관2로 57-37,636.2080511942853,10,2020-11-20,1.0
성산동자담이움아파트,84.82,1,2006,월드컵로26길 57,613.0629568497997,14,2020-11-20,1.0
수서,59.96,15,1992,양재대로55길 12,2201.4676450967313,28,2020-11-20,0.31699250014423114
67디벨리움,17.27,13,2016,화랑로 443,1013.317892298784,4,2020-11-20,1.0
우성(104동),83.21,4,2005,양재대로101길 51-10,829.2272563393824,15,2020-11-20,1.0
거성,59.81,9,2008,녹번로 6-28,616.9536866744692,12,2020-11-21,1.0
이수교KCC스위첸,128.72,2,2006,동작대로45길 22,1087.6320696084524,14,2020-11-21,1.0
